instance_id,scorer,feature,score,rank,is_relevant
3,random,feat_017,0.995097,1,0
3,random,feat_018,0.948944,3,1
3,random,feat_019,0.460045,11,0
3,pearson,feat_000,0.02009,17,0
3,pearson,feat_001,0.073795,6,0
3,pearson,feat_002,0.06511,10,0
3,pearson,feat_003,0.071574,9,0
3,pearson,feat_004,0.012824,19,0
3,pearson,feat_005,0.041523,13,0
3,pearson,feat_006,0.13732,3,0
3,pearson,feat_007,0.018995,18,1
3,pearson,feat_008,0.042206,12,1
3,pearson,feat_009,0.095884,4,0
3,pearson,feat_010,0.010333,20,0
3,pearson,feat_011,0.072743,7,0
3,pearson,feat_012,0.026346,16,1
3,pearson,feat_013,0.03164,15,0
3,pearson,feat_014,0.072272,8,0
3,pearson,feat_015,0.038991,14,0
3,pearson,feat_016,0.345783,1,1
3,pearson,feat_017,0.080321,5,0
3,pearson,feat_018,0.252102,2,1
3,pearson,feat_019,0.058711,11,0
3,lagged_pearson,feat_000,0.097088,18,0
3,lagged_pearson,feat_001,0.206224,6,0
3,lagged_pearson,feat_002,0.161164,13,0
3,lagged_pearson,feat_003,0.137389,15,0
3,lagged_pearson,feat_004,0.170757,11,0
3,lagged_pearson,feat_005,0.191577,7,0
3,lagged_pearson,feat_006,0.170183,12,0
3,lagged_pearson,feat_007,0.977689,5,1
3,lagged_pearson,feat_008,0.981462,3,1
3,lagged_pearson,feat_009,0.173992,9,0
3,lagged_pearson,feat_010,0.112437,17,0
3,lagged_pearson,feat_011,0.087775,19,0
3,lagged_pearson,feat_012,0.983379,1,1
3,lagged_pearson,feat_013,0.075267,20,0
3,lagged_pearson,feat_014,0.121975,16,0
3,lagged_pearson,feat_015,0.171239,10,0
3,lagged_pearson,feat_016,0.977896,4,1
3,lagged_pearson,feat_017,0.145223,14,0
3,lagged_pearson,feat_018,0.982388,2,1
3,lagged_pearson,feat_019,0.174697,8,0
4,random,feat_000,0.757729,11,0
4,random,feat_001,0.497423,16,1
4,random,feat_002,0.529312,15,0
4,random,feat_003,0.785786,10,0
4,random,feat_004,0.414656,17,0
4,random,feat_005,0.734484,12,0
4,random,feat_006,0.711143,14,1
4,random,feat_007,0.93206,5,0
4,random,feat_008,0.114933,19,1
4,random,feat_009,0.729015,13,0
4,random,feat_010,0.927424,6,1
4,random,feat_011,0.967926,3,0
4,random,feat_012,0.014706,20,0
4,random,feat_013,0.86364,8,1
4,random,feat_014,0.981195,1,0
4,random,feat_015,0.95721,4,0
4,random,feat_016,0.148764,18,0
4,random,feat_017,0.972629,2,0
4,random,feat_018,0.889936,7,0
4,random,feat_019,0.822374,9,0
4,pearson,feat_000,0.024819,18,0
4,pearson,feat_001,0.104815,5,1
4,pearson,feat_002,0.014274,19,0
4,pearson,feat_003,0.060389,10,0
4,pearson,feat_004,0.057274,11,0
4,pearson,feat_005,0.052213,13,0
4,pearson,feat_006,0.072047,6,1
4,pearson,feat_007,0.031959,16,0
4,pearson,feat_008,0.052171,14,1
4,pearson,feat_009,0.060481,9,0
4,pearson,feat_010,0.257079,2,1
4,pearson,feat_011,0.10606,4,0
4,pearson,feat_012,0.0571,12,0
4,pearson,feat_013,0.51976,1,1
4,pearson,feat_014,0.042853,15,0
4,pearson,feat_015,0.027045,17,0
4,pearson,feat_016,0.121523,3,0
4,pearson,feat_017,0.070479,7,0
4,pearson,feat_018,4.5e-05,20,0
4,pearson,feat_019,0.067892,8,0
4,lagged_pearson,feat_000,0.225559,6,0
4,lagged_pearson,feat_001,0.980336,2,1
4,lagged_pearson,feat_002,0.215274,7,0
4,lagged_pearson,feat_003,0.194563,9,0
4,lagged_pearson,feat_004,0.173476,11,0
4,lagged_pearson,feat_005,0.105495,18,0
4,lagged_pearson,feat_006,0.979064,3,1
4,lagged_pearson,feat_007,0.101083,19,0
4,lagged_pearson,feat_008,0.976167,5,1
4,lagged_pearson,feat_009,0.132614,12,0
4,lagged_pearson,feat_010,0.980388,1,1
4,lagged_pearson,feat_011,0.108014,17,0
4,lagged_pearson,feat_012,0.122223,14,0
4,lagged_pearson,feat_013,0.977422,4,1
4,lagged_pearson,feat_014,0.114851,15,0
4,lagged_pearson,feat_015,0.109439,16,0
4,lagged_pearson,feat_016,0.128421,13,0
4,lagged_pearson,feat_017,0.191444,10,0
4,lagged_pearson,feat_018,0.206046,8,0
4,lagged_pearson,feat_019,0.068717,20,0
5,random,feat_000,0.479988,12,0
5,random,feat_001,0.232373,15,0
5,random,feat_002,0.801881,5,0
5,random,feat_003,0.92353,3,1
5,random,feat_004,0.26613,14,0
5,random,feat_005,0.538934,10,0
5,random,feat_006,0.442753,13,1
5,random,feat_007,0.931017,1,0
5,random,feat_008,0.040511,18,1
5,random,feat_009,0.732006,7,0
5,random,feat_010,0.614373,9,0
5,random,feat_011,0.028365,19,0
5,random,feat_012,0.71922,8,0
5,random,feat_013,0.015992,20,1
5,random,feat_014,0.757951,6,0
5,random,feat_015,0.512759,11,1
5,random,feat_016,0.929104,2,0
5,random,feat_017,0.066082,17,0
5,random,feat_018,0.841317,4,0
5,random,feat_019,0.06669,16,0
5,pearson,feat_000,0.049265,14,0
5,pearson,feat_001,0.116925,6,0
5,pearson,feat_002,0.015249,18,0
5,pearson,feat_003,0.010585,19,1
5,pearson,feat_004,0.126975,4,0
5,pearson,feat_005,0.03245,16,0
5,pearson,feat_006,0.030419,17,1
5,pearson,feat_007,0.074665,10,0
5,pearson,feat_008,0.125243,5,1
5,pearson,feat_009,0.05329,13,0
5,pearson,feat_010,0.102455,9,0
5,pearson,feat_011,0.062947,12,0
5,pearson,feat_012,0.130488,3,0
5,pearson,feat_013,0.235358,2,1
5,pearson,feat_014,0.009831,20,0
5,pearson,feat_015,0.307581,1,1
5,pearson,feat_016,0.071227,11,0
5,pearson,feat_017,0.113771,7,0
5,pearson,feat_018,0.03745,15,0
5,pearson,feat_019,0.112084,8,0
5,lagged_pearson,feat_000,0.221708,7,0
5,lagged_pearson,feat_001,0.111148,16,0
5,lagged_pearson,feat_002,0.121693,13,0
5,lagged_pearson,feat_003,0.976804,4,1
5,lagged_pearson,feat_004,0.120852,14,0
5,lagged_pearson,feat_005,0.075218,19,0
5,lagged_pearson,feat_006,0.977291,3,1
5,lagged_pearson,feat_007,0.136305,11,0
5,lagged_pearson,feat_008,0.975066,5,1
5,lagged_pearson,feat_009,0.158686,8,0
5,lagged_pearson,feat_010,0.088159,18,0
5,lagged_pearson,feat_011,0.14624,9,0
5,lagged_pearson,feat_012,0.109751,17,0
5,lagged_pearson,feat_013,0.980981,1,1
5,lagged_pearson,feat_014,0.074796,20,0
5,lagged_pearson,feat_015,0.979782,2,1
5,lagged_pearson,feat_016,0.227282,6,0
5,lagged_pearson,feat_017,0.133921,12,0
5,lagged_pearson,feat_018,0.11519,15,0
5,lagged_pearson,feat_019,0.136935,10,0
6,random,feat_000,0.34431,14,1
6,random,feat_001,0.430299,11,0
6,random,feat_002,0.966062,1,0
6,random,feat_003,0.562232,8,0
6,random,feat_004,0.258865,17,1
6,random,feat_005,0.241676,18,1
6,random,feat_006,0.888118,3,0
6,random,feat_007,0.225869,19,0
6,random,feat_008,0.124555,20,0
6,random,feat_009,0.288331,16,0
6,random,feat_010,0.586123,7,0
6,random,feat_011,0.554091,10,0
6,random,feat_012,0.809711,5,0
6,random,feat_013,0.560476,9,1
6,random,feat_014,0.288421,15,1
6,random,feat_015,0.412896,12,0
6,random,feat_016,0.818121,4,0
6,random,feat_017,0.626506,6,0
6,random,feat_018,0.959078,2,0
6,random,feat_019,0.369404,13,0
6,pearson,feat_000,0.685275,2,1
6,pearson,feat_001,0.048882,15,0
6,pearson,feat_002,0.056425,12,0
6,pearson,feat_003,0.014323,18,0
6,pearson,feat_004,0.368104,4,1
6,pearson,feat_005,0.57581,3,1
6,pearson,feat_006,0.05738,11,0
6,pearson,feat_007,0.053714,14,0
6,pearson,feat_008,0.05394,13,0
6,pearson,feat_009,0.085903,7,0
6,pearson,feat_010,0.00223,20,0
6,pearson,feat_011,0.073321,9,0
6,pearson,feat_012,0.033485,16,0
6,pearson,feat_013,0.820977,1,1
6,pearson,feat_014,0.176128,5,1
6,pearson,feat_015,0.017305,17,0
6,pearson,feat_016,0.072123,10,0
6,pearson,feat_017,0.101327,6,0
6,pearson,feat_018,0.073604,8,0
6,pearson,feat_019,0.002816,19,0
6,lagged_pearson,feat_000,0.988573,1,1
6,lagged_pearson,feat_001,0.089573,17,0
6,lagged_pearson,feat_002,0.244951,6,0
6,lagged_pearson,feat_003,0.121892,11,0
6,lagged_pearson,feat_004,0.987313,3,1
6,lagged_pearson,feat_005,0.98724,4,1
6,lagged_pearson,feat_006,0.105158,13,0
6,lagged_pearson,feat_007,0.170948,8,0
6,lagged_pearson,feat_008,0.081918,18,0
6,lagged_pearson,feat_009,0.14437,9,0
6,lagged_pearson,feat_010,0.050794,20,0
6,lagged_pearson,feat_011,0.137486,10,0
6,lagged_pearson,feat_012,0.104174,14,0
6,lagged_pearson,feat_013,0.988229,2,1
6,lagged_pearson,feat_014,0.985708,5,1
6,lagged_pearson,feat_015,0.07351,19,0
6,lagged_pearson,feat_016,0.092232,16,0
6,lagged_pearson,feat_017,0.173129,7,0
6,lagged_pearson,feat_018,0.100643,15,0
6,lagged_pearson,feat_019,0.111724,12,0
7,random,feat_000,0.552612,10,0
7,random,feat_001,0.593924,9,0
7,random,feat_002,0.848291,4,1
7,random,feat_003,0.145474,15,0
7,random,feat_004,0.40651,12,0
7,random,feat_005,0.909959,2,1
7,random,feat_006,0.043067,19,0
7,random,feat_007,0.822706,6,0
7,random,feat_008,0.415384,11,0
7,random,feat_009,0.829804,5,0
7,random,feat_010,0.009955,20,1
7,random,feat_011,0.365046,13,0
7,random,feat_012,0.07863,17,0
7,random,feat_013,0.652615,8,1
7,random,feat_014,0.273849,14,0
7,random,feat_015,0.702652,7,0
7,random,feat_016,0.943801,1,1
7,random,feat_017,0.126817,16,0
7,random,feat_018,0.864778,3,0
7,random,feat_019,0.059464,18,0
7,pearson,feat_000,0.028948,18,0
7,pearson,feat_001,0.084569,9,0
7,pearson,feat_002,0.301285,2,1
7,pearson,feat_003,0.126047,8,0
7,pearson,feat_004,0.083712,10,0
7,pearson,feat_005,0.186174,3,1
7,pearson,feat_006,0.009065,19,0
7,pearson,feat_007,0.144037,5,0
7,pearson,feat_008,0.030923,17,0
7,pearson,feat_009,0.174927,4,0
7,pearson,feat_010,0.131183,7,1
7,pearson,feat_011,0.055348,11,0
7,pearson,feat_012,0.039928,16,0
7,pearson,feat_013,0.522435,1,1
7,pearson,feat_014,0.006588,20,0
7,pearson,feat_015,0.042084,15,0
7,pearson,feat_016,0.054658,13,1
7,pearson,feat_017,0.055114,12,0
7,pearson,feat_018,0.136239,6,0
7,pearson,feat_019,0.052125,14,0
7,lagged_pearson,feat_000,0.159449,9,0
7,lagged_pearson,feat_001,0.157975,10,0
7,lagged_pearson,feat_002,0.980923,5,1
7,lagged_pearson,feat_003,0.133118,12,0
7,lagged_pearson,feat_004,0.114385,14,0
7,lagged_pearson,feat_005,0.983352,3,1
7,lagged_pearson,feat_006,0.136726,11,0
7,lagged_pearson,feat_007,0.075177,19,0
7,lagged_pearson,feat_008,0.21318,6,0
7,lagged_pearson,feat_009,0.166776,8,0
7,lagged_pearson,feat_010,0.984339,1,1
7,lagged_pearson,feat_011,0.084291,16,0
7,lagged_pearson,feat_012,0.079218,18,0
7,lagged_pearson,feat_013,0.983257,4,1
7,lagged_pearson,feat_014,0.083078,17,0
7,lagged_pearson,feat_015,0.109815,15,0
7,lagged_pearson,feat_016,0.983672,2,1
7,lagged_pearson,feat_017,0.127166,13,0
7,lagged_pearson,feat_018,0.198058,7,0
7,lagged_pearson,feat_019,0.057691,20,0
8,random,feat_000,0.380771,15,0
8,random,feat_001,0.429774,14,1
8,random,feat_002,0.48885,13,0
8,random,feat_003,0.976462,2,0
8,random,feat_004,0.775691,9,0
8,random,feat_005,0.308857,18,0
8,random,feat_006,0.269837,19,0
8,random,feat_007,0.86312,7,0
8,random,feat_008,0.881307,5,0
8,random,feat_009,0.510707,12,1
8,random,feat_010,0.344296,16,0
8,random,feat_011,0.994917,1,0
8,random,feat_012,0.315944,17,1
8,random,feat_013,0.182712,20,0
8,random,feat_014,0.880098,6,1
8,random,feat_015,0.812335,8,0
8,random,feat_016,0.667889,11,1
8,random,feat_017,0.958414,3,0
8,random,feat_018,0.925715,4,0
8,random,feat_019,0.748249,10,0
8,pearson,feat_000,0.015164,15,0
8,pearson,feat_001,0.115075,7,1
8,pearson,feat_002,0.095047,9,0
8,pearson,feat_003,0.014204,16,0
8,pearson,feat_004,0.150458,4,0
8,pearson,feat_005,0.024927,13,0
8,pearson,feat_006,0.092715,10,0
8,pearson,feat_007,0.055738,12,0
8,pearson,feat_008,0.137873,5,0
8,pearson,feat_009,0.806988,1,1
8,pearson,feat_010,0.117604,6,0
8,pearson,feat_011,0.015388,14,0
8,pearson,feat_012,0.098067,8,1
8,pearson,feat_013,0.010217,17,0
8,pearson,feat_014,0.659242,2,1
8,pearson,feat_015,0.005356,20,0
8,pearson,feat_016,0.245982,3,1
8,pearson,feat_017,0.009271,18,0
8,pearson,feat_018,0.008703,19,0
8,pearson,feat_019,0.060342,11,0
8,lagged_pearson,feat_000,0.063508,19,0
8,lagged_pearson,feat_001,0.98435,4,1
8,lagged_pearson,feat_002,0.088035,17,0
8,lagged_pearson,feat_003,0.148478,8,0
8,lagged_pearson,feat_004,0.136235,9,0
8,lagged_pearson,feat_005,0.080133,18,0
8,lagged_pearson,feat_006,0.110638,14,0
8,lagged_pearson,feat_007,0.205924,6,0
8,lagged_pearson,feat_008,0.17214,7,0
8,lagged_pearson,feat_009,0.984895,1,1
8,lagged_pearson,feat_010,0.121801,12,0
8,lagged_pearson,feat_011,0.095788,16,0
8,lagged_pearson,feat_012,0.984729,3,1
8,lagged_pearson,feat_013,0.049595,20,0
8,lagged_pearson,feat_014,0.984849,2,1
8,lagged_pearson,feat_015,0.098479,15,0
8,lagged_pearson,feat_016,0.980733,5,1
8,lagged_pearson,feat_017,0.123138,11,0
8,lagged_pearson,feat_018,0.114661,13,0
8,lagged_pearson,feat_019,0.124653,10,0
9,random,feat_000,0.860701,4,0
9,random,feat_001,0.247147,15,0
9,random,feat_002,0.141247,18,0
9,random,feat_003,0.670062,7,0
9,random,feat_004,0.714619,6,0
9,random,feat_005,0.167053,17,0
9,random,feat_006,0.395557,14,0
9,random,feat_007,0.910256,3,1
9,random,feat_008,0.561401,11,0
9,random,feat_009,0.578336,9,0
9,random,feat_010,0.19413,16,0
9,random,feat_011,0.526022,12,1
9,random,feat_012,0.523435,13,1
9,random,feat_013,0.088936,19,0
9,random,feat_014,0.981943,1,0
9,random,feat_015,0.571396,10,0
9,random,feat_016,0.006409,20,1
9,random,feat_017,0.772649,5,1
9,random,feat_018,0.978266,2,0
9,random,feat_019,0.58987,8,0
9,pearson,feat_000,0.002596,20,0
9,pearson,feat_001,0.02777,15,0
9,pearson,feat_002,0.014728,17,0
9,pearson,feat_003,0.014356,18,0
9,pearson,feat_004,0.042115,13,0
9,pearson,feat_005,0.005067,19,0
9,pearson,feat_006,0.060833,11,0
9,pearson,feat_007,0.412476,2,1
9,pearson,feat_008,0.025072,16,0
9,pearson,feat_009,0.154758,4,0
9,pearson,feat_010,0.045056,12,0
9,pearson,feat_011,0.176753,3,1
9,pearson,feat_012,0.477998,1,1
9,pearson,feat_013,0.079987,9,0
9,pearson,feat_014,0.143129,5,0
9,pearson,feat_015,0.041692,14,0
9,pearson,feat_016,0.102341,7,1
9,pearson,feat_017,0.067304,10,1
9,pearson,feat_018,0.088984,8,0
9,pearson,feat_019,0.134852,6,0
9,lagged_pearson,feat_000,0.103698,18,0
9,lagged_pearson,feat_001,0.061373,20,0
9,lagged_pearson,feat_002,0.14502,8,0
9,lagged_pearson,feat_003,0.144529,9,0
9,lagged_pearson,feat_004,0.110407,16,0
9,lagged_pearson,feat_005,0.081564,19,0
9,lagged_pearson,feat_006,0.112863,15,0
9,lagged_pearson,feat_007,0.984232,2,1
9,lagged_pearson,feat_008,0.155012,7,0
9,lagged_pearson,feat_009,0.187797,6,0
9,lagged_pearson,feat_010,0.12162,14,0
9,lagged_pearson,feat_011,0.982726,5,1
9,lagged_pearson,feat_012,0.983012,4,1
9,lagged_pearson,feat_013,0.107599,17,0
9,lagged_pearson,feat_014,0.122796,13,0
9,lagged_pearson,feat_015,0.126199,12,0
9,lagged_pearson,feat_016,0.983153,3,1
9,lagged_pearson,feat_017,0.98432,1,1
9,lagged_pearson,feat_018,0.136027,10,0
9,lagged_pearson,feat_019,0.133177,11,0
